Tipo_show,Titulo,Diretor,Elenco,Pais,Data_adicao,Ano_lancamento,Class_etaria,Duracao,Genero,Descricao,Media_avaliacao,Num_votos
Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States",2021-08-09,2021,10,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,3.8,4733
Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,2021-07-09,2021,18,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",7.8,1380
TV Show,Kid Cosmic,Sem Diretor,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,2021-07-09,2021,10,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,7.9,1430
TV Show,Octonauts: Above & Beyond,Sem Diretor,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,2021-07-09,2021,Livre,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",7.3,86
TV Show,On The Verge,Sem Diretor,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States",2021-07-09,2021,18,1 Season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",6.4,3064
TV Show,Tobot Galaxy Detectives,Sem Diretor,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",País Desconhecido,2021-07-09,2021,10,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",6.7,14
Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",Sem Elenco,United States,2021-07-09,2021,18,80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",7.6,2539
Movie,Shadow Parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",País Desconhecido,2021-06-09,2021,18,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,6.2,9
Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,2021-05-09,2021,16,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",7.9,6109
TV Show,Bunk'D,Sem Diretor,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,2021-05-09,2021,Livre,5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",5.3,3296
Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,2021-04-09,2021,Livre,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",5.9,412
TV Show,Dive Club,Sem Diretor,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,2021-03-09,2021,Livre,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",6.1,883
TV Show,Sharkdog,Sem Diretor,"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji","United States, Singapore",2021-03-09,2021,Livre,1 Season,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",5.9,171
Movie,Worth,Sara Colangelo,"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",País Desconhecido,2021-03-09,2021,14,119 min,Dramas,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",6.8,14065
Movie,Afterlife Of The Party,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",País Desconhecido,2021-02-09,2021,10,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,5.8,8837
Movie,Anjaam,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar",India,2021-02-09,2021,16,143 min,"Dramas, International Movies, Thrillers","A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",6.6,6552
Movie,Bright Star,Jane Campion,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin","United Kingdom, Australia, France",2021-02-09,2021,10,119 min,"Dramas, Romantic Movies",This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,6.9,27554
Movie,Final Account,Luke Holland,Sem Elenco,"United Kingdom, United States",2021-02-09,2021,14,94 min,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,7.1,1066
Movie,Gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma",India,2021-02-09,2021,16,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",6.5,2229
Movie,Here And There,JP Habac,"Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon",País Desconhecido,2021-02-09,2021,18,99 min,"Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",6.3,1056
TV Show,Heroes Of Goo Jit Zu,Sem Diretor,"Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang",Australia,2021-02-09,2021,10,1 Season,"Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",7.7,26
TV Show,Hotel Del Luna,Sem Diretor,"Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho",País Desconhecido,2021-02-09,2021,16,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",8.2,8502
Movie,In The Cut,Jane Campion,"Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer","United Kingdom, Australia, France, United States",2021-02-09,2021,18,118 min,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",5.3,24533
TV Show,Q-Force,Sem Diretor,"Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers",United States,2021-02-09,2021,18,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",6.3,5369
Movie,Shikara,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai",India,2021-02-09,2021,16,115 min,"Dramas, International Movies, Romantic Movies",A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,3.3,15112
Movie,A Cinderella Story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada",2021-01-09,2021,10,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,5.9,87274
Movie,An Unfinished Life,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States",2021-01-09,2021,14,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",7.0,31191
Movie,Chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States",2021-01-09,2021,18,121 min,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",6.8,249593
Movie,Clear And Present Danger,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz","United States, Mexico",2021-01-09,2021,14,142 min,"Action & Adventure, Dramas","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",6.9,99024
Movie,Cliffhanger,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield","United States, Italy, France, Japan",2021-01-09,2021,18,113 min,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",6.5,129243
Movie,Cold Mountain,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone","United States, Italy, Romania, United Kingdom",2021-01-09,2021,18,154 min,"Dramas, Romantic Movies","This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",7.2,148427
Movie,Crocodile Dundee In Los Angeles,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson","Australia, United States",2021-01-09,2021,10,95 min,"Action & Adventure, Comedies","When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",4.8,24988
Movie,Dear John,Lasse Hallström,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter",United States,2021-01-09,2021,14,108 min,"Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",6.3,148484
Movie,Do The Right Thing,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval",United States,2021-01-09,2021,18,120 min,"Classic Movies, Comedies, Dramas","On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",7.9,101345
Movie,Extraction,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen","United States, United Kingdom, Canada",2021-01-09,2021,18,82 min,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",6.7,196929
Movie,Freedom Writers,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith","Germany, United States",2021-01-09,2021,14,124 min,Dramas,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",7.6,78458
Movie,Green Lantern,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett",United States,2021-01-09,2021,14,114 min,"Action & Adventure, Sci-Fi & Fantasy",Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,5.5,283718
Movie,House Party,Reginald Hudlin,"Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges",United States,2021-01-09,2021,18,104 min,"Comedies, Cult Movies","Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",6.4,15018
Movie,House Party 2,"George Jackson, Doug McHenry","Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah",United States,2021-01-09,2021,18,94 min,"Comedies, Cult Movies, Music & Musicals","Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",5.2,6614
Movie,House Party 3,Eric Meza,"Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander",United States,2021-01-09,2021,18,94 min,"Comedies, Music & Musicals","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",4.6,5296
TV Show,How To Be A Cowboy,Sem Diretor,Sem Elenco,País Desconhecido,2021-01-09,2021,10,1 Season,Reality TV,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",7.0,154
